"Species_Name" "tiplabel" "gen" "fam" "ord" "clade" "higher" "MSW3_sciName_matched" "genes" "extinct." "samp" "harmMeans_mamPhy" "medians_mamPhy" "means_mamPhy" "low95_mamPhy" "high95_mamPhy" "CIwidth_mamPhy" "harmMeans_FS" "medians_FS" "means_FS" "low95_FS" "high95_FS" "CIwidth_FS" "harmMeans_KUHN" "medians_KUHN" "means_KUHN" "low95_KUHN" "high95_KUHN" "CIwidth_KUHN" "harmMeans_HEDGES"
"12" "Abrocoma_vaccarum" "Abrocoma_vaccarum_ABROCOMIDAE_RODENTIA" "Abrocoma" "ABROCOMIDAE" "RODENTIA" "Guinea_pig-related" "Euarchontoglires" "Abrocoma_vaccarum" 0 0 "imputed" 0.15878379664539 0.172760532589474 0.173990867549374 0.0816187309769613 0.270681563730105 0.189062832753144 0.10271969216704 0.112184793737884 0.117661331758147 0.0534290575484187 0.218462953539064 0.165033895990645 0.0840490711922855 0.0876929092274915 0.0896755658941311 0.0559652586104283 0.148609619701076 0.0926443610906476 0.0653601350325557
"13" "Abrothrix_andinus" "Abrothrix_andinus_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_andinus" 6 0 "sampled" 0.240689974790328 0.237914331374089 0.245984566929492 0.191670272619933 0.348527844330849 0.156857571710916 0.284345139424342 0.307549144049479 0.345700708392646 0.134753191010107 0.730673263177559 0.595920072167452 0.112218618071559 0.112380865307553 0.112488927255386 0.102642145097565 0.122348088235697 0.0197059431381315 0.1426037013845
"14" "Abrothrix_hershkovitzi" "Abrothrix_hershkovitzi_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_hershkovitzi" 1 0 "sampled" 0.295139869411974 0.295877266497294 0.299092621162342 0.241625094418778 0.382166612537856 0.140541518119078 0.332118546334724 0.357074082664715 0.394690529678395 0.170298868686705 0.811932894750882 0.641634026064177 0.167781156401999 0.177679931432996 0.185537270996044 0.101533733095671 0.324017652444931 0.22248391934926 0.106378929674276
"15" "Abrothrix_illuteus" "Abrothrix_illuteus_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_illuteus" 2 0 "sampled" 0.189264285199199 0.187030647415401 0.193400757810661 0.151960264242431 0.282238521482972 0.130278257240541 0.332118546334724 0.357074082664715 0.394690529678395 0.170298868686705 0.811932894750882 0.641634026064177 0.181443203163467 0.197822178546532 0.202904539894265 0.0969327796345239 0.338520525378547 0.241587745744023 0.196877703359012
"16" "Abrothrix_jelskii" "Abrothrix_jelskii_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_jelskii" 6 0 "sampled" 0.188337107247636 0.185862141699351 0.192657920629409 0.151116983697269 0.283123045526678 0.132006061829408 0.278863567479627 0.30411826995318 0.334423366107247 0.135798666429501 0.701459325188043 0.565660658758543 0.112218618071559 0.112380865307553 0.112488927255386 0.102642145097565 0.122348088235697 0.0197059431381315 0.1426037013845
"17" "Abrothrix_lanosus" "Abrothrix_lanosus_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_lanosus" 2 0 "sampled" 0.233297109885574 0.233479258422434 0.236612933704508 0.188943915370015 0.310594342447338 0.121650427077324 0.278863567479627 0.30411826995318 0.334423366107247 0.135798666429501 0.701459325188043 0.565660658758543 0.218948349906883 0.217605198764819 0.225248055668687 0.170449522437863 0.32177144493016 0.151321922492297 0.156046975945168
"18" "Abrothrix_longipilis" "Abrothrix_longipilis_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_longipilis" 5 0 "sampled" 0.176821897892744 0.175179304147986 0.180932587378911 0.141294350371651 0.266423367304155 0.125129016932503 0.278582464124002 0.30102400080678 0.335196744254784 0.136655208923464 0.72645005740099 0.589794848477526 0.218901783644483 0.216589009944 0.225582659020492 0.16621113668398 0.326332286180014 0.160121149496034 0.156046975945168
"19" "Abrothrix_manni" "Abrothrix_manni_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" NA 0 0 "imputed" 0.254946100327398 0.269945387879033 0.272579866555998 0.149121487624801 0.41054099999577 0.261419512370969 NA NA NA NA NA NA NA NA NA NA NA NA NA
"20" "Abrothrix_markhami" "Abrothrix_markhami_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_markhami" 1 0 "sampled" 0.329619134229108 0.329661432071544 0.33281383592661 0.275692215059363 0.405197294529281 0.129505079469918 0.275961969113492 0.296839397145684 0.334321743632325 0.138289157218502 0.703431984907365 0.565142827688863 0.238236275353278 0.253387287853774 0.270300968435435 0.124020839695079 0.495854638245241 0.371833798550162 0.139157013579192
"21" "Abrothrix_olivaceus" "Abrothrix_olivaceus_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_olivaceus" 5 0 "sampled" 0.329853243018548 0.329626704925927 0.333168495116587 0.275692215059363 0.409398013704239 0.133705798644876 0.275961969113492 0.296839397145684 0.334321743632325 0.138289157218502 0.703431984907365 0.565142827688863 0.228304914974438 0.245322204090092 0.2613190599861 0.126501562814472 0.485900913851945 0.359399351037473 0.139157013579192
"22" "Abrothrix_sanborni" "Abrothrix_sanborni_CRICETIDAE_RODENTIA" "Abrothrix" "CRICETIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Abrothrix_sanborni" 2 0 "sampled" 0.234074491549178 0.233690415354661 0.237707880686228 0.188951648322844 0.316673226946365 0.127721578623522 0.278582464124002 0.30102400080678 0.335196744254784 0.136655208923464 0.72645005740099 0.589794848477526 0.222338219441657 0.22170562860862 0.2288434485521 0.16961167982882 0.321914023754655 0.152302343925835 0.122059716515463
"23" "Acerodon_celebensis" "Acerodon_celebensis_PTEROPODIDAE_CHIROPTERA" "Acerodon" "PTEROPODIDAE" "CHIROPTERA" "Yinpterochiroptera" "Laurasiatheria" "Acerodon_celebensis" 5 0 "sampled" 0.196046871449436 0.207531514953336 0.21189842692616 0.118770814110472 0.335527166122263 0.216756352011791 0.205739525805237 0.21912727587298 0.239967457980212 0.102587992299781 0.475617884636672 0.373029892336892 0.150730100931599 0.156429035559385 0.157260900876151 0.110567883390495 0.225434285279713 0.114866401889218 0.164679877931514
"24" "Acerodon_humilis" "Acerodon_humilis_PTEROPODIDAE_CHIROPTERA" "Acerodon" "PTEROPODIDAE" "CHIROPTERA" "Yinpterochiroptera" "Laurasiatheria" "Acerodon_humilis" 0 0 "imputed" 0.215995172701126 0.233600820832417 0.233856386438056 0.116920386722477 0.357025118609489 0.240104731887012 0.208022072979057 0.223603642700552 0.244111104332475 0.105719949528015 0.475619719657055 0.36989977012904 0.152865146703731 0.157784806533356 0.158900845593803 0.111484937875916 0.222534384892219 0.111049447016303 0.155267324566897
"25" "Acerodon_jubatus" "Acerodon_jubatus_PTEROPODIDAE_CHIROPTERA" "Acerodon" "PTEROPODIDAE" "CHIROPTERA" "Yinpterochiroptera" "Laurasiatheria" "Acerodon_jubatus" 1 0 "sampled" 0.197699958166506 0.209439526723246 0.214626348563839 0.118311569403355 0.34315497014295 0.224843400739595 0.207753463462219 0.225147781670682 0.244555770035403 0.104014539214881 0.488367450408608 0.384352911193726 0.155460516617247 0.16325296148575 0.162108801379928 0.110555968046033 0.226309882194745 0.115753914148711 0.164679877931514
"26" "Acerodon_leucotis" "Acerodon_leucotis_PTEROPODIDAE_CHIROPTERA" "Acerodon" "PTEROPODIDAE" "CHIROPTERA" "Yinpterochiroptera" "Laurasiatheria" "Acerodon_leucotis" 0 0 "imputed" 0.216493307274261 0.232599240494597 0.233839641668413 0.119785665812609 0.35821482292894 0.238429157116331 0.206353748591681 0.225018073609617 0.241912712693999 0.105428333804904 0.471036042441451 0.365607708636547 0.153498280620153 0.156895736773465 0.159353586013711 0.110812085989686 0.22492492636158 0.114112840371895 0.192314031097243
"27" "Acerodon_mackloti" "Acerodon_mackloti_PTEROPODIDAE_CHIROPTERA" "Acerodon" "PTEROPODIDAE" "CHIROPTERA" "Yinpterochiroptera" "Laurasiatheria" "Acerodon_mackloti" 0 0 "imputed" 0.218846655753022 0.234916473965279 0.235926789345075 0.120254526258533 0.357348732904243 0.23709420664571 0.206608566266949 0.223000726089206 0.243617676249139 0.102840540910714 0.477030096524661 0.374189555613946 0.154012299032678 0.15944169514459 0.159575409851384 0.112736237103414 0.222626917858161 0.109890680754746 0.192314031097243
"28" "Acinonyx_jubatus" "Acinonyx_jubatus_FELIDAE_CARNIVORA" "Acinonyx" "FELIDAE" "CARNIVORA" "Feliformes" "Laurasiatheria" "Acinonyx_jubatus" 7 0 "sampled" 0.223413922187173 0.219918323427196 0.230603100031099 0.172454165891429 0.355589360305884 0.183135194414455 0.171786109779122 0.189549548987638 0.209378833036971 0.0792122505858353 0.437531932093127 0.358319681507292 0.051744170902916 0.0524915456968051 0.0520945643770451 0.0433458685161762 0.0593328693552086 0.0159870008390324 0.0694324905397933
"29" "Acomys_airensis" "Acomys_airensis_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_airensis" 0 0 "imputed" 0.147226529532992 0.154620807408825 0.166657092596514 0.0769379197401614 0.310462120130066 0.233524200389904 0.350494869287664 0.391960145296298 0.410364606511373 0.165705532339419 0.768353786584779 0.602648254245361 0.237215030519633 0.246484164448165 0.250346999144948 0.166377909850665 0.373216783169514 0.206838873318848 NA
"30" "Acomys_cahirinus" "Acomys_cahirinus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_cahirinus" 9 0 "sampled" 0.253864231317963 0.253862552870137 0.257199388110888 0.207790538713152 0.323640275138588 0.115849736425436 0.351094478332119 0.395030733666634 0.408872383216394 0.174808541853385 0.763735895126809 0.588927353273424 0.235121177386112 0.239385693735945 0.247382829640777 0.167645535251707 0.369288508120903 0.201642972869196 0.168934463068084
"31" "Acomys_cilicicus" "Acomys_cilicicus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_cilicicus" 1 0 "sampled" 0.271615225366688 0.272574137107488 0.274645773181199 0.223566227016825 0.338048104761718 0.114481877744893 0.395010750694861 0.43199814711513 0.447230908773159 0.195702181995942 0.787767282009939 0.592065100013997 0.289016380513937 0.305671603617267 0.306140608862994 0.181752353210319 0.444546888573969 0.26279453536365 0.189845723050028
"32" "Acomys_cineraceus" "Acomys_cineraceus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_cineraceus" 0 0 "imputed" 0.151511438048871 0.160960583703116 0.172203205100029 0.0792859834913197 0.311698882228271 0.232412898736951 0.255218840390962 0.283466931362524 0.303322167817667 0.119706603458488 0.617824306322185 0.498117702863698 0.249788384023317 0.251074326128522 0.251270263518617 0.215600600349404 0.287151519966761 0.0715509196173572 0.218614989598288
"33" "Acomys_dimidiatus" "Acomys_dimidiatus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_dimidiatus" 1 0 "sampled" 0.253845381163061 0.253893221964257 0.257174393692386 0.207790538713152 0.323673692606391 0.115883153893239 0.35355116584736 0.389850706805865 0.412252439753685 0.16483833714652 0.766453621828606 0.601615284682086 0.237991453423503 0.244054248368767 0.25097451587268 0.167686548212692 0.368840964975023 0.201154416762331 0.214674913597482
"34" "Acomys_ignitus" "Acomys_ignitus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_ignitus" 6 0 "sampled" 0.136093932097141 0.131025954680128 0.143720643359218 0.100838126992992 0.23602208770477 0.135183960711778 0.176868579283895 0.193200301123528 0.211390029301239 0.0895586624979175 0.451015144632374 0.361456482134457 0.273693049217902 0.284648973593103 0.289681399039332 0.171552372786632 0.422637060584169 0.251084687797537 0.252245047017967
"35" "Acomys_johannis" "Acomys_johannis_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_johannis" 1 0 "sampled" 0.172869172872437 0.169041176814225 0.179025914403633 0.132578389214706 0.268522071142396 0.13594368192769 0.255218840390962 0.283466931362524 0.303322167817667 0.119706603458488 0.617824306322185 0.498117702863698 0.249788384023317 0.251074326128522 0.251270263518617 0.215600600349404 0.287151519966761 0.0715509196173572 0.218614989598288
"36" "Acomys_kempi" "Acomys_kempi_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_kempi" 0 0 "imputed" 0.147566022392238 0.156591889054533 0.169307877296849 0.0734596658996429 0.318770604679674 0.245310938780031 0.188294258919563 0.201782049144881 0.220377170212648 0.0971918431040134 0.453177234204666 0.355985391100652 0.277906663404552 0.283747928894003 0.29418510729585 0.181573486519884 0.446344195780396 0.264770709260512 0.234754683304617
"37" "Acomys_louisae" "Acomys_louisae_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_louisae" 0 0 "imputed" 0.151490231222761 0.160714554779337 0.171657568380116 0.078821394986564 0.317095776438946 0.238274381452382 0.0850241537387883 0.0861187713260251 0.0938673274533603 0.0541849574581535 0.178045262197523 0.123860304739369 0.0793754066425428 0.0796277552724477 0.0797349896147768 0.0698085365984809 0.0903792452684938 0.0205707086700129 0.252961785256432
"38" "Acomys_minous" "Acomys_minous_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_minous" 1 0 "sampled" 0.285012443614993 0.286177331009681 0.287892737438396 0.236775112443386 0.350805997462581 0.114030885019195 0.357103741921313 0.397390278324494 0.412250976098912 0.172667097115667 0.750178487817166 0.577511390701499 0.27150330505478 0.281081948944644 0.288892806818828 0.174866519431326 0.444692534793086 0.269826015361759 0.2776100694719
"39" "Acomys_mullah" "Acomys_mullah_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_mullah" 0 0 "imputed" 0.151861894895818 0.1616729770503 0.173988507753483 0.076439733562342 0.319186788617176 0.242747055054834 0.395010750694861 0.43199814711513 0.447230908773159 0.195702181995942 0.787767282009939 0.592065100013997 0.273735791696872 0.285626245943894 0.290986413124402 0.169614771106736 0.435864363315005 0.266249592208269 0.252961785256432
"40" "Acomys_muzei" "Acomys_muzei_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" NA 1 0 "sampled" 0.110480245358688 0.109936620936222 0.116342696109119 0.0782170302027636 0.182507640411406 0.104290610208643 NA NA NA NA NA NA NA NA NA NA NA NA NA
"41" "Acomys_nesiotes" "Acomys_nesiotes_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_nesiotes" 1 0 "sampled" 0.285014174250161 0.286247943944001 0.28789114181566 0.236775112443386 0.350550107469872 0.113774995026486 0.307227375799946 0.338142177203171 0.361823899136267 0.146238010775274 0.687303704869361 0.541065694094086 0.264824444612785 0.279373847432832 0.283501522090591 0.162873736581005 0.434815174346758 0.271941437765753 0.2776100694719
"42" "Acomys_ngurui" "Acomys_ngurui_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" NA 1 0 "sampled" 0.0943406817155732 0.0912410818560042 0.102360825549291 0.0648087900069085 0.179927399077157 0.115118609070248 NA NA NA NA NA NA NA NA NA NA NA NA NA
"43" "Acomys_percivali" "Acomys_percivali_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_percivali" 2 0 "sampled" 0.11374757415729 0.108298722554147 0.121019013804328 0.0832587641583578 0.20345431576642 0.120195551608063 0.188294258919563 0.201782049144881 0.220377170212648 0.0971918431040134 0.453177234204666 0.355985391100652 0.256763416870004 0.259833421387198 0.273006964583464 0.167082357420383 0.436227485086493 0.26914512766611 0.214475690881226
"44" "Acomys_russatus" "Acomys_russatus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_russatus" 7 0 "sampled" 0.0892415166975241 0.0823662247941472 0.0980018839454166 0.0628958719326586 0.177610770020052 0.114714898087393 0.147779310296664 0.155260950975066 0.17472194466633 0.0781899346901699 0.386798522989215 0.308608588299045 0.268334267969584 0.282014235736259 0.288046258249167 0.164740621207343 0.455311077081295 0.290570455873952 0.292873360537631
"45" "Acomys_seurati" "Acomys_seurati_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_seurati" 0 0 "imputed" 0.149084897557772 0.157405561592123 0.168309611787314 0.0791632072661898 0.309206162648859 0.230042955382669 0.356764855459016 0.395792124188635 0.41319711371526 0.174026032937319 0.757699402575478 0.58367336963816 0.236855274916748 0.243766383217273 0.249928615521834 0.167553457354375 0.370418329662182 0.202864872307807 0.189845723050028
"46" "Acomys_spinosissimus" "Acomys_spinosissimus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_spinosissimus" 2 0 "sampled" 0.111781793043276 0.111051502471384 0.118384212608482 0.078227246454574 0.189059039548864 0.11083179309429 0.128189120882915 0.131717557002577 0.14759923074943 0.0732288621715406 0.308301757266626 0.235072895095085 0.264129871185952 0.273409682244149 0.282942297776475 0.165830963754997 0.44677311825964 0.280942154504643 0.292873360537631
"47" "Acomys_subspinosus" "Acomys_subspinosus_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_subspinosus" 0 0 "imputed" 0.148015939534738 0.157267097806142 0.16746229717258 0.0770279297349405 0.300484134729306 0.223456204994365 0.128189120882915 0.131717557002577 0.14759923074943 0.0732288621715406 0.308301757266626 0.235072895095085 0.268497616172557 0.277839545707739 0.286726036454006 0.171215578178182 0.443351650936918 0.272136072758736 0.180988411044994
"48" "Acomys_wilsoni" "Acomys_wilsoni_MURIDAE_RODENTIA" "Acomys" "MURIDAE" "RODENTIA" "Mouse-related" "Euarchontoglires" "Acomys_wilsoni" 2 0 "sampled" 0.117705054260464 0.114151645537131 0.126113410232391 0.0835851324952692 0.210677904953972 0.127092772458703 0.157482810770655 0.166129578106805 0.185865424749988 0.0844310807901288 0.388252611955359 0.303821531165231 0.268043679752195 0.285726783599041 0.2876709430328 0.167170289589267 0.445238182750649 0.278067893161382 0.252245047017967
"49" "Aconaemys_fuscus" "Aconaemys_fuscus_OCTODONTIDAE_RODENTIA" "Aconaemys" "OCTODONTIDAE" "RODENTIA" "Guinea_pig-related" "Euarchontoglires" "Aconaemys_fuscus" 2 0 "sampled" 0.276977065736142 0.278371640161882 0.280556366514277 0.224940169171329 0.347202027697802 0.122261858526473 0.203216730946897 0.203216730946897 0.203216730946897 0.203216730946897 0.203216730946897 0 0.0566807607167937 0.0573788603405693 0.0568961645445995 0.0501904523503229 0.0623398915519893 0.0121494392016664 0.140740711838292
"50" "Aconaemys_porteri" "Aconaemys_porteri_OCTODONTIDAE_RODENTIA" "Aconaemys" "OCTODONTIDAE" "RODENTIA" "Guinea_pig-related" "Euarchontoglires" "Aconaemys_porteri" 1 0 "sampled" 0.234662938504111 0.237394469508767 0.238765731254587 0.184785047044638 0.30593803043663 0.121152983391992 0.180464544423819 0.180464544423819 0.180464544423819 0.180464544423819 0.180464544423819 0 0.0566807607167937 0.0573788603405693 0.0568961645445995 0.0501904523503229 0.0623398915519893 0.0121494392016664 0.127082983525805
"51" "Aconaemys_sagei" "Aconaemys_sagei_OCTODONTIDAE_RODENTIA" "Aconaemys" "OCTODONTIDAE" "RODENTIA" "Guinea_pig-related" "Euarchontoglires" "Aconaemys_sagei" 2 0 "sampled" 0.276977065736142 0.278371640161882 0.280556366514277 0.224940169171329 0.347202027697802 0.122261858526473 0.203216730946897 0.203216730946897 0.203216730946897 0.203216730946897 0.203216730946897 0 0.0537339431327591 0.0544287764704778 0.0539515056306797 0.0468820493961739 0.0591630425190305 0.0122809931228565 0.140740711838292
"52" "Acrobates_pygmaeus" "Acrobates_pygmaeus_ACROBATIDAE_DIPROTODONTIA" "Acrobates" "ACROBATIDAE" "DIPROTODONTIA" "Diprodontia" "Marsupialia" "Acrobates_pygmaeus" 21 0 "sampled" 0.0320380818500904 0.0321227092477561 0.0323296455537546 0.0268054175246029 0.0387497990827447 0.0119443815581418 0.0292166429003039 0.0292166429003039 0.0292166429003039 0.0292166429003039 0.0292166429003039 0 0.0462029382305829 0.0462402102645087 0.0462460627600996 0.0433654539405322 0.0489434022663934 0.00557794832586117 0.0324032092420854
